text,comment_category,final_subjectivity_label,aspect_input,pipeline,roberta_sentiment,roberta_confidence,deberta_base_sentiment,deberta_base_confidence,deberta_base_finetuned_sentiment,deberta_base_finetuned_confidence,deberta_large_sentiment,deberta_large_confidence,deberta_models_agree,final_base_sentiment,final_base_confidence,final_finetuned_sentiment,final_finetuned_confidence,final_large_sentiment,final_large_confidence
"Appreciate the honest review. I'm an unabashed Pixel fan. Currently on a Pixel 6 that's been a very solid phone, still going pretty strong (except for awful battery life) and was going to upgrade to a Pixel 10. The more reviews I see, the more I think I'm going to hold out until the Pixel 11. Or maybe buy a 10 when it's on a sale at a very good price.",battery,Subjective,battery life,absa,N/A,,negative,0.7182,positive,0.6664,negative,0.5,False,negative,0.7182,positive,0.6664,negative,0.5
I'm very happy with my pixel 10 pro XL so far. I'm sure there's better battery out there and it's not a phone for gamers but it's great for me,battery,Subjective,battery life,absa,N/A,,positive,0.9905,positive,0.9763,positive,0.5093,True,positive,0.9905,positive,0.9763,positive,0.5093
At my job on a good day i drain my phone from 100% then use up a 10k battery bank. Then get home on 40-50%. sounds like i'm screwed if I buy a pixel 10 pro,battery,Subjective,battery life,absa,N/A,,negative,0.5955,negative,0.7206,neutral,0.935,False,negative,0.5955,negative,0.7206,neutral,0.935
"Weird, my pixel 10 is better with battery life than my 9. The same with my 10 pro xl vs my 9 pro xl. I can get 61/2 to 8hrs of sot with my 10xl, while my 9xl can barely get over 5hrs.",battery,Subjective,battery life,absa,N/A,,positive,0.7687,positive,0.6322,neutral,0.8773,False,positive,0.7687,positive,0.6322,neutral,0.8773
"Pixel 10... AI crippled in Portugal and with a mid-range chipset, small battery and probably the slowest charging on the market, Gorilla Glass body from 2022, power management and overheating issues, main camera worse than the Pixel 6 (from 4 generations ago)... did I forget anything?",battery,Subjective,battery life,absa,N/A,,negative,0.6824,negative,0.8205,negative,0.9952,True,negative,0.6824,negative,0.8205,negative,0.9952
"I really like my pixel 10 pro xl, the jade green was a huge selling point besides the phone just having better specs. I think the battery life is really good i don’t use my phone constantly or play video games on it. I do watch YouTube once in a while and text mainly and it gets like 1.5 days for me usually.",battery,Subjective,battery life,absa,N/A,,positive,0.9544,positive,0.9049,positive,0.9988,True,positive,0.9544,positive,0.9049,positive,0.9988
"I truly miss my Vanilla ice cream🍦...I literally can watch my battery drain and I'm no power user by any means. No games, some IG or YouTube while on WiFi and the battery drain is insanely terrible. I contacted Verizon and they are sending me another Pixel 10 XL pro because they felt my phone is defective as well. On the call with them my battery drained 10 percent. Glad to know I'm not the only one but I hate that we're dealing with this...",battery,Subjective,battery life,absa,N/A,,negative,0.9184,negative,0.9139,negative,0.8979,True,negative,0.9184,negative,0.9139,negative,0.8979
Strange. I went from S25U to Pixel 10 Pro XL and as I am using both devices in same way I am regulary able to get more from battery from pixel than from galaxy...,battery,Subjective,battery life,absa,N/A,,positive,0.7736,negative,0.4287,positive,0.9473,False,positive,0.7736,negative,0.4287,positive,0.9473
"Was waiting for this review I have black pixel 9, I love the blue color of the pixel 10 it's striking. I would have just upgraded for particularly 4 things 1. Telephoto lens 2. Better thermals and bigger battery (almost 5k mah) 3. Better top speaker. 4. And the best blue color I got the pixel 9 just 6 months ago so I would want to use it for another 2-3 years.",battery,Subjective,battery life,absa,N/A,,positive,0.8579,positive,0.867,positive,0.8023,True,positive,0.8579,positive,0.867,positive,0.8023
"The biggest tech company in the world... After 10 revisions, the Pixel 10 series still has the worst battery life.",battery,Subjective,battery life,absa,N/A,,negative,0.9907,negative,0.9743,negative,0.9562,True,negative,0.9907,negative,0.9743,negative,0.9562
"Hey, do you think the Pixel 10 would be a worthy upgrade over the Pixel 7? I've been using the 7 in the past 3 years and it's still going strong overall, maybe the battery life is a bit bad on heavy usage days with lots of GPS, Roaming etc.",battery,Subjective,battery life,absa,N/A,,negative,0.7483,neutral,0.4759,negative,0.6894,False,negative,0.7483,neutral,0.4759,negative,0.6894
"Google ripping off customers with the Pixel 10 💀 Battery, thermals, charging speed = shit",battery,Subjective,battery life,absa,N/A,,negative,0.9794,negative,0.944,negative,0.9942,True,negative,0.9794,negative,0.944,negative,0.9942
Thanks for addressing this. I've experienced 3-5% drops in battery just from opening camera and snapping a couple pictures sometimes. It will sit at a percentage for awhile and like a game of catchup the battery drops large percentage points at once. I'm glad google listens to feedback and i'm sure will address the issues from the initial launch as always. Pixel phones get better with every update from my experience so i'm not at all worried. On a 10 pro coming from an 8 which felt like it had much better and consistent battery life.,battery,Subjective,battery life,absa,N/A,,negative,0.7282,negative,0.686,positive,0.5876,False,negative,0.7282,negative,0.686,positive,0.5876
"I primarily use the main camera, so I prefer a mid-range phone that focuses on that rather than spec-chasing for marketing to those unfamiliar with their purchase. The Pixel 10 is a base flagship, so these downgrades are telling and an easy pass. It is a weird decision by Google, and I can only assume that with the S25 and even mid-range phones now offering a poor zoom camera (or old, viz the S25), the Pixel team decided to make this move. Bad mistake; if people want a zoom, they will pay the extra for the Pro model.",camera,Subjective,photo and video quality,absa,N/A,,negative,0.9717,negative,0.929,negative,0.8202,True,negative,0.9717,negative,0.929,negative,0.8202
I got here after I watched another video with Google Pixel 10 being crushed by Xiaomi 15T Pro (significantly lower priced mid-range phone) with superb specs and camera. I can't believe I was actually rooting for Pixel 10 and it's actually not a good buy. LOL I was really wanted them to be a better brand than Apple or Samsung. I GUESS NOT,camera,Subjective,photo and video quality,absa,N/A,,negative,0.5434,negative,0.6059,neutral,0.4892,False,negative,0.5434,negative,0.6059,neutral,0.4892
"Strange, I bought the Pixel 10 about a month ago, coming from Samsung S24, and after one month I really get frustrated with the Google Phone. Issues such as not be able to clear recent files without deleting them (and did try all published suggestions), video cam not be able to switch between front and rear while recording, suddenly powering off...I'm pretty bad disappointed I changed the Samsung for Pixel.",camera,Subjective,photo and video quality,absa,N/A,,negative,0.9454,negative,0.9254,negative,0.7231,True,negative,0.9454,negative,0.9254,negative,0.7231
"It's refreshing to see a camera review where it doesn't harp on megapixels and photography. Even the video quality. We are not all content creators, vloggers, and photography enthusiasts. Most phones today will satisfactorily shoot photos and video quite nice. Is the iPhone better at video? Yes. But videos on my Pixel 10 Pro aren't terrible by any measure. It captures my memories and things I want to record absolutely fine.",camera,Subjective,photo and video quality,absa,N/A,,positive,0.8995,positive,0.8094,neutral,0.5253,False,positive,0.8995,positive,0.8094,neutral,0.5253
"Thanks! Yeah, I agree - it's a good opportunity to save a load of money and still get a really solid camera system (better than the Pixel 10 in a lot of ways!). Cheers for the comment! 😁",camera,Subjective,photo and video quality,absa,N/A,,positive,0.7391,positive,0.8059,positive,0.923,True,positive,0.7391,positive,0.8059,positive,0.923
Pixel 10 Pro is the first phone to unlock 12-bit RAW DCG video recording. I'd say that's pretty amazing camera tech if you ask me! 😎,camera,Subjective,photo and video quality,absa,N/A,,positive,0.8505,positive,0.884,positive,0.9899,True,positive,0.8505,positive,0.884,positive,0.9899
The main and UW sensors are clearly much better on the Pixel 9 resulting in better videos and photos especially in low-light. The Pixel 10 has better zoom and portrait edge detection.,camera,Subjective,photo and video quality,absa,N/A,,positive,0.9789,positive,0.984,positive,0.9986,True,positive,0.9789,positive,0.984,positive,0.9986
"I don't want to sound like an apologist, as I have had years of use with the larger OG Tensor Pixel sensor, and have already noticed the downgrade on shots in challenging lighting conditions, but I am loving the Pixel 10's camera experience. I use the ultrawide once every 100 shots, so that sensor's devolution is inconsequential to me. The main takes great pictures in all but extreme conditions, and a decent 5x telephoto on a base model is a game changer (for me). The video is the thing that is lesser in a way that I have no retort to, but I don't think that video is bad. The classic sensor just takes immediately noticeably better video.",camera,Subjective,photo and video quality,absa,N/A,,negative,0.7821,negative,0.5285,positive,0.6166,False,negative,0.7821,negative,0.5285,positive,0.6166
Been waiting for this video! ❤ I can’t decide between the Pixel 10 or Xiaomi 15T Pro. Are you going to review that phone anytime soon? 🥹,camera,Subjective,photo and video quality,absa,N/A,,positive,0.7175,positive,0.6491,positive,0.6128,True,positive,0.7175,positive,0.6491,positive,0.6128
"While the iPhone 16 Pro's new photographic styles offer a unique perspective, they don't quite hit the mark. They provide more flexibility, but their straight-out-of-camera quality falls short compared to the Pixel 10 Pro, which requires no editing. The Amber Photographic Styles is no where near the Pixel color profile. They are simply glorify filters.",camera,Subjective,photo and video quality,absa,N/A,,positive,0.5853,positive,0.5723,negative,0.6616,False,positive,0.5853,positive,0.5723,negative,0.6616
Thanks! Very interesting … Are you sure that the photos of the black rabbit aren’t mixed up? Because the Pixel 10 is darker here but brighter in all other photos. It’s really a shame that Google downgraded the man camera sensor,camera,Subjective,photo and video quality,absa,N/A,,positive,0.9252,positive,0.897,positive,0.7812,True,positive,0.9252,positive,0.897,positive,0.7812
